"id"	"file_name"	"file_date"
45723	"GAMMA-BUTYROLACTONE.pdf"	
45724	"4-EEC.pdf"	
45725	"2,4-DMMC.pdf"	
45726	"2,3-DMMC.pdf"	
45727	"3-Fluoromethcathinone.pdf"	
45728	"Isobutyryl fentanyl.pdf"	
45729	"bk-DMBDB.pdf"	
45730	"alpha-Ethyltryptamine.pdf"	
45731	"N,N-Diethylpentylone.pdf"	
45732	"CARISOPRODOL.pdf"	
45733	"PSEUDOEPHEDRINE.pdf"	
45734	"3-Bromomethcathinone.pdf"	
45735	"Dimethylamphetamine.pdf"	
45736	"Crotonyl fentanyl.pdf"	
45737	"Benocyclidine.pdf"	
45738	"25C-NB3OMe.pdf"	
45739	"Chlorzoxazone.pdf"	
45740	"beta-prime-phenyl fentanyl.pdf"	
45741	"2-Fluoro deschloroketamine.pdf"	
45742	"PHENTERMINE.pdf"	
45743	"OPIUM.pdf"	
45744	"2C-C.pdf"	
45745	"1-dehydro epiandrosterone.pdf"	
45746	"Methandriol.pdf"	
45747	"MDPBP.pdf"	
45748	"25B-NBOMe.pdf"	
45749	"KETAMINE.pdf"	
45750	"Butalbital.pdf"	
45751	"beta-Hydroxythiofentanyl.pdf"	
45752	"AB-PINACA.pdf"	
45753	"AMOBARBITAL.pdf"	
45754	"3,4-Methylenedioxycathinone.pdf"	
45755	"PV-8.pdf"	
45756	"2-MEC.pdf"	
45757	"MMB-CHMICA.pdf"	
45758	"4-Chloro-2,5-dimethoxyamphetamine.pdf"	
45759	"MN-18.pdf"	
45760	"FUB-PB-22.pdf"	
45761	"4-MA-NBOMe.pdf"	
45762	"para-Methyl cyclopropyl fentanyl.pdf"	
45763	"Despropionyl meta-fluorofentanyl.pdf"	
45764	"N-Ethylpentylone.pdf"	
45765	"AB-FUBICA.pdf"	
45766	"para-Methyl Acetyl Fentanyl.pdf"	
45767	"Carfentanil.pdf"	
45768	"para-fluoro furanyl fentanyl.pdf"	
45769	"25I-NB4OMe.pdf"	
45770	"4,5-MDAI.pdf"	
45771	"JWH-122.pdf"	
45772	"Isopropyl-U-47700.pdf"	
45773	"MMB-FUBICA.pdf"	
45774	"U-47700.pdf"	
45775	"PB-22.pdf"	
45776	"4-Methylbuphedrone.pdf"	
45777	"4-Fluoro MDMB-BUTINACA.pdf"	
45778	"4-MEC.pdf"	
45779	"5-Fluoro-NPB-22.pdf"	
45780	"XLR11.pdf"	
45781	"FENTANYL.pdf"	
45782	"2C-H.pdf"	
45783	"Alprazolam.pdf"	
45784	"TH-PVP.pdf"	
45785	"Pivaloyl Fentanyl.pdf"	
45786	"Methyldienolone.pdf"	
45787	"ortho-Methoxy furanyl fentanyl.pdf"	
45788	"Mitragynine.pdf"	
45789	"PHENOBARBITAL.pdf"	
45790	"N-ethyl heptedrone.pdf"	
45791	"Azaperone.pdf"	
45792	"JWH-019.pdf"	
45793	"Benzylfentanyl.pdf"	
45794	"4-methylmethcathinone.pdf"	
45795	"Midazolam.pdf"	
45796	"Pentylone.pdf"	
45797	"ortho-fluoro acrylfentanyl hydrochloride.pdf"	
45798	"Methyltestosterone.pdf"	
45799	"DIAZEPAM.pdf"	
45800	"beta-hydroxyfentanyl.pdf"	
45801	"COCAINE.pdf"	
45802	"Buphedrone.pdf"	
45803	"cathinone.pdf"	
45804	"4-Fluoropentedrone.pdf"	
45805	"25P-NBOMe.pdf"	
45806	"Despropionyl para-fluorofentanyl.pdf"	
45807	"THJ-018.pdf"	
45808	"BUFOTENINE.pdf"	
45809	"butylone.pdf"	
45810	"2C-E.pdf"	
45811	"3,4-METHYLENEDIOXYAMPHETAMINE.pdf"	
45812	"UF-17.pdf"	
45813	"5-Fluoropentyl-3-pyridinoylindole.pdf"	
45814	"Diclazepam.pdf"	
45815	"3beta-hydroxyandrost-4-en-17-one.pdf"	
45816	"3-Fluoroethcathinone.pdf"	
45817	"Methylone.pdf"	
45818	"5-MeO-MiPT.pdf"	
45819	"1-(2-METHOXYPHENYL)PIPERAZINE.pdf"	
45820	"5-Fluoro-MN-24.pdf"	
45821	"Dimemebfe.pdf"	
45822	"1-(3-METHOXYPHENYL)PIPERAZINE.pdf"	
45823	"2,5-dimethoxyamphetamine.pdf"	
45824	"Ethylone.pdf"	
45825	"4-Methyl-alpha-ethylaminopentiophenone.pdf"	
45826	"Tetrahydrofuran fentanyl.pdf"	
45827	"2-MAPB.pdf"	
45828	"3-Chloroethcathinone.pdf"	
45829	"MAM2201.pdf"	
45830	"Etizolam.pdf"	
45831	"t-boc Methamphetamine.pdf"	
45832	"AM-679.pdf"	
45833	"3-MEC.pdf"	
45834	"Oxandrolone.pdf"	
45835	"Methoxphenidine.pdf"	
45836	"AM2233.pdf"	
45837	"N-methyl-1-(6-methylpyridin-2-yl)propan-2-amine.pdf"	
45838	"N-butylamphetamine.pdf"	
45839	"Cyclopentanoyl fentanyl.pdf"	
45840	"DOI.pdf"	
45841	"2-Fluoroisocathinone.pdf"	
45842	"ortho-Fluorobutyryl fentanyl.pdf"	
45843	"lisdexamfetamine.pdf"	
45844	"URB602.pdf"	
45845	"Nandrolone Undecanoate.pdf"	
45846	"para-chloroisobutyryl fentanyl.pdf"	
45847	"25I-NBOMe.pdf"	
45848	"SECOBARBITAL.pdf"	
45849	"FUB-JWH-018.pdf"	
45850	"Nandrolone Acetate.pdf"	
45851	"2C-T-7.pdf"	
45852	"Clonazolam.pdf"	
45853	"N-Ethylamphetamine.pdf"	
45854	"3,4-METHYLENEDIOXYMETHAMPHETAMINE.pdf"	
45855	"N-Benzyl para-fluoro cyclopropyl norfentanyl.pdf"	
45856	"Trendione.pdf"	
45857	"3,4-DMMC.pdf"	
45858	"4ANPP.pdf"	
45859	"AB-001.pdf"	
45860	"MAB-CHMINACA.pdf"	
45861	"4-Fluoromethcathinone.pdf"	
45862	"methoxetamine.pdf"	
45863	"MMB-2201.pdf"	
45864	"Cannabidiol.pdf"	
45865	"FUB-144.pdf"	
45866	"APP-CHMINACA.pdf"	
45867	"AB-CHMICA.pdf"	
45868	"2,5-dimethoxy-4-methylamphetamine.pdf"	
45869	"THCA-A.pdf"	
45870	"2-methoxymethamphetamine.pdf"	
45871	"25E-NBOMe.pdf"	
45872	"Diethylcathinone.pdf"	
45873	"ortho-fluoroisobutyryl fentanyl.pdf"	
45874	"p-METHOXYAMPHETAMINE.pdf"	
45875	"MEP-CHMICA.pdf"	
45876	"N-methylnorfentanyl.pdf"	
45877	"Cannabigerol.pdf"	
45878	"Flunitrazolam.pdf"	
45879	"1P-LSD.pdf"	
45880	"3,4-methylenedioxy-N-benzylcathinone.pdf"	
45881	"5FPB22.pdf"	
45882	"4-Bromomethcathinone.pdf"	
45883	"4-Fluoroethylphenidate.pdf"	
45884	"25C-NB4OMe.pdf"	
45885	"A-834,735.pdf"	
45886	"METHYLPHENIDATE.pdf"	
45887	"LGD 4033.pdf"	
45888	"meta-fluoro furanyl fentanyl.pdf"	
45889	"2C-P.pdf"	
45890	"HEROIN.pdf"	
45891	"para-fluoroacetyl fentanyl.pdf"	
45892	"Boldenone Propionate.pdf"	
45893	"4-Chloro-alpha-PVP.pdf"	
45894	"5-EAPB.pdf"	
45895	"5-fluoro-ABICA.pdf"	
45896	"5F-AB-PINACA.pdf"	
45897	"METHCATHINONE.pdf"	
45898	"4-FMA.pdf"	
45899	"U-49900.pdf"	
45900	"Androsterone.pdf"	
45901	"PX-2.pdf"	
45902	"N,N-DIMETHYLTRYPTAMINE.pdf"	
45903	"OXYCODONE.pdf"	
45904	"1,4-BUTANEDIOL.pdf"	
45905	"BENZYLPIPERAZINE.pdf"	
45906	"2,5-DIMETHOXY-4-IODOPHENETHYLAMINE.pdf"	
45907	"MDMB-CHMICA.pdf"	
45908	"Butorphanol.pdf"	
45909	"4-acetoxy-DET.pdf"	
45910	"JWH-073.pdf"	
45911	"Yangonin.pdf"	
45912	"AM-1220.pdf"	
45913	"alpha-PHP.pdf"	
45914	"U07.pdf"	
45915	"DiPT.pdf"	
45916	"25N-NBOMe.pdf"	
45917	"n-phenethyl-4-piperidone.pdf"	
45918	"JWH-249.pdf"	
45919	"4-Fluoro ADB.pdf"	
45920	"U-51754.pdf"	
45921	"2-Fluoroethcathinone.pdf"	
45922	"heptanoyl fentanyl.pdf"	
45923	"Furanyl UF-17.pdf"	
5	"OPP_NIH_0001_BATCH2_SP109739 2011-09-02 17-28-39_SP109739_H14.pdf"	2018-11-05
6	"OPP_NIH_0001_BATCH3_SP116761 2012-05-02 20-17-33_SP116761_A003.pdf"	2018-11-06
7	"Tox21_400031-12_04_LCMS.pdf"	2015-02-23
8	"Tox21_112611_04_LCMS.pdf"	2015-02-23
9	"TOX21_300899_TMS.pdf"	2014-05-14
10	"TOX21_BATCH6_SP134417 2016-09-24 21-04-56_SP134417-L01.pdf"	2018-12-04
11	"2867-47-2_04015JD_HIPS.pdf"	2018-01-16
12	"Plate16_NFU002037_B5.pdf"	2016-02-25
13	"OPP_NIH_0001_BATCH3_SP115937 2012-04-16 09-31-07_SP115937_L009.pdf"	2018-11-05
14	"Tox21_202313_00_LCMS1.pdf"	2014-11-07
15	"Tox21_303049_00_LCMS1.pdf"	2014-11-07
16	"TOX21_BATCH5_SP123476 2014-07-07 08-50-47_SP123476-G004.pdf"	2018-11-07
17	"OPP_NIH_0001_BATCH2_SP109804 2011-09-13 09-21-28_SP109804_D10.pdf"	2018-11-05
18	"OPP_NIH_0001_BATCH2_SP109801 2011-09-09 14-51-18_SP109801_P19.pdf"	2018-11-05
19	"Tox21_113452_04_NMR.pdf"	2019-02-13
20	"1689-84-5_50412TM_HIPS.pdf"	2018-01-16
21	"TOX21_BATCH6_SP131965 2016-09-19 13-50-42_SP131965-I07.pdf"	2018-12-04
22	"E10-58-Tox21_302496.spectrus"	2016-10-12
23	"Tox21_113650_04_NMR.pdf"	2019-02-13
24	"SMRQC26999-27003_UPLC_128.pdf"	2015-07-27
25	"Tox21_110128_00_LCMS1.pdf"	2014-10-24
26	"F05-65-Tox21_303300.spectrus"	2016-11-18
27	"SP131924-L22.pdf"	2018-12-04
28	"Tox21_201163_04_LCMS.pdf"	2015-02-23
29	"Tox21_113692_04_NMR.pdf"	2019-02-13
30	"SMRQC25550-25554_UPLC-192.pdf"	2015-04-20
31	"Tox21_200670_00_GCMS1.pdf"	2015-08-05
32	"Tox21_201570.pdf"	2017-01-08
33	"Tox21_302620_04_NMR.pdf"	2019-02-13
34	"Tox21_301541_00_GCMS.pdf"	2019-02-13
35	"Tox21_110629_04_LCMS.pdf"	2015-02-23
36	"B11-23-Tox21_300750.spectrus"	2016-09-29
37	"SP131924-F17.pdf"	2018-12-04
38	"G04-76-Tox21_113702.spectrus"	2018-03-17
39	"NCGC00181029-01.pdf"	2018-11-07
40	"C01-25-Tox21_301866.spectrus"	2016-10-06
41	"TOX21_BATCH6_SP131936 2016-09-03 22-57-08_SP131936-O20.pdf"	2018-12-04
42	"Tox21_112770_00_FIA2.pdf"	2014-11-07
43	"107-41-5_1345630_HIPS.pdf"	2018-01-16
44	"SMRQC25535-25539_iClass-333.pdf"	2015-04-20
45	"Tox21_302220_00_LCMS1.pdf"	2014-11-07
46	"OPP_NIH_0001_BATCH4_SP112429 2013-11-25 14-58-25_SP112429-J03.pdf"	2018-11-05
47	"TOX21_BATCH6_SP131965 2016-09-19 13-50-42_SP131965-N20.pdf"	2018-12-04
48	"Tox21_200634_00_GCMS1.pdf"	2015-08-05
49	"Tox21_300610_00_LCMS1.pdf"	2014-11-07
50	"Tox21_300506_00_NMR1.pdf"	2016-05-23
51	"92-67-1_108K1488_HIPS.pdf"	2018-01-16
52	"Tox21_301103_04_LCMS.pdf"	2015-02-23
53	"SMRQC25540-25544_UPLC-388.pdf"	2015-04-21
54	"OPP_NIH_0001_BATCH2_SP109721 2011-08-30 10-57-02_SP109721_K08.pdf"	2018-11-02
55	"Tox21_111975_04_LCMS.pdf"	2015-02-23
56	"Tox21_400005-11_04_LCMS.pdf"	2015-02-23
57	"Tox21_400060_04_LCMS.pdf"	2015-02-23
58	"A12-12-Tox21_111159.spectrus"	2018-04-01
59	"Tox21_201478_00_GCMS1.pdf"	2015-08-05
60	"TOX21_202463_TMS.pdf"	2014-05-14
61	"TOX21_112353.pdf"	2013-03-11
62	"SMRQC25535-25539_iClass-160.pdf"	2015-04-20
63	"Tox21_303470_00_GCMS.pdf"	2019-02-13
64	"Tox21_110055_04_LCMS.pdf"	2015-02-23
65	"Tox21_201215_00_GCMS1.pdf"	2015-08-05
66	"OPP_NIH_0001_BATCH2_SP109727_R 2011-08-28 21-46-33_SP109727_F17.pdf"	2018-11-05
67	"SMRQC27004-27008_iClass_279.pdf"	2015-07-29
68	"Tox21_201195_00_NMR1.pdf"	2016-05-23
69	"Tox21_112778.pdf"	2018-03-16
70	"Tox21_200104_00_LCMS1.pdf"	2014-11-07
71	"D04-40-Tox21_300533.spectrus"	2016-09-29
72	"Tox21_303331_00_LCMS1.pdf"	2014-11-07
73	"Tox21_200861_04_LCMS.pdf"	2015-02-23
74	"TOX21_BATCH6_SP134417 2016-09-24 21-04-56_SP134417-D23.pdf"	2018-12-04
75	"Tox21_113197_04_LCMS.pdf"	2015-02-23
76	"Tox21_110574_00_LCMS1.pdf"	2014-10-24
77	"Tox21_110608_00_LCMS1.pdf"	2014-10-24
78	"Tox21_302131_00_LCMS1.pdf"	2014-11-07
79	"TOX21_202353_TMS.pdf"	2014-05-14
80	"TOX21_BATCH6_SP131976 2016-09-11 15-08-13_SP131976-C16.pdf"	2018-12-04
81	"Tox21_111819_00_LCMS1.pdf"	2014-10-24
82	"SP123483-P012.pdf"	2018-11-07
83	"13048-33-4_04220EC_HIPS.pdf"	2018-01-16
84	"Tox21_302230_00_GCMS.pdf"	2019-02-13
85	"G10-82-Tox21_301635.spectrus"	2016-10-06
86	"Tox21_113536_04_NMR.pdf"	2019-02-13
87	"SP131924-N10.pdf"	2018-12-04
88	"Tox21_113742_04_NMR.pdf"	2019-02-13
89	"Tox21_302508_00_LCMS1.pdf"	2014-11-07
90	"NCGC00166222-02.pdf"	2018-11-07
91	"Tox21_202460_04_NMR.pdf"	2019-02-13
92	"Tox21_201415_00_GCMS1.pdf"	2015-08-05
93	"Tox21_201761_04_NMR.pdf"	2019-02-13
94	"TOX21_BATCH6_SP131965 2016-09-19 13-50-42_SP131965-O17.pdf"	2018-12-04
95	"605-32-3_N22UQ_HIPS.pdf"	2018-01-16
96	"TOX21_BATCH6_SP134417 2016-09-24 21-04-56_SP134417-B02.pdf"	2018-12-04
97	"Tox21_113733_04_NMR.pdf"	2019-02-13
98	"Tox21_200343_04_LCMS.pdf"	2015-02-23
99	"OPP_NIH_0001_BATCH4_SP112432 2013-11-21 19-48-28_SP112432-F15.pdf"	2018-11-05
100	"TOX21_200268_TMS.pdf"	2014-05-13
101	"TOX21_BATCH6_SP131968 2016-09-09 13-56-45_SP131936-P13.pdf"	2018-12-04
102	"A10-10-Tox21_302850.spectrus"	2016-10-13
103	"Tox21_201932_00_GCMS1.pdf"	2015-08-05
104	"Tox21_302826_04_LCMS.pdf"	2015-02-23
105	"SMRQC25550-25554_UPLC-352.pdf"	2015-04-20
106	"Tox21_112874_00_LCMS3.pdf"	2014-11-10
107	"Tox21_111586_00_LCMS1.pdf"	2014-10-24
108	"TOX21_BATCH6_SP131976 2016-09-11 15-08-13_SP131976-J21.pdf"	2018-12-04
109	"Tox21_200937_00_GCMS1.pdf"	2015-08-05
110	"Plate16_NFU002037_B8.pdf"	2016-02-25
111	"SMRQC25545-25549_iClass_178.pdf"	2015-04-23
112	"Tox21_200763_00_LCMS1.pdf"	2014-11-07
113	"Tox21_113995_04_NMR.pdf"	2019-02-13
114	"TOX21_300805_TMS.pdf"	2014-05-14
115	"E10-58-Tox21_111915.spectrus"	2018-03-16
116	"Tox21_201168_00_GCMS1.pdf"	2015-08-05
117	"TOX21_BATCH6_SP131918 2016-09-18 00-37-06_SP131918-K04.pdf"	2018-12-04
118	"Tox21_300345_04_NMR.pdf"	2019-02-13
119	"Tox21_400081-1_04_LCMS.pdf"	2015-02-23
120	"Plate16_NFU002037_D8.pdf"	2016-02-25
121	"Tox21_111850_00_LCMS1.pdf"	2014-10-24
122	"SMRQC27534-27538_iClass_011.pdf"	2017-02-07
123	"Tox21_301847_04_LCMS.pdf"	2015-02-23
124	"OPP_NIH_0001_BATCH2_SP109804 2011-09-13 09-21-28_SP109804_P05.pdf"	2018-11-05
125	"Tox21_111785_00_LCMS1.pdf"	2014-10-24
126	"21829-25-4_104K1393_HIPS.pdf"	2018-01-16
127	"Tox21_202965_04_NMR.pdf"	2019-02-13
128	"Tox21_201666_00_LCMS1.pdf"	2014-11-07
129	"OPP_NIH_0001_BATCH3_SP115937 2012-04-16 00-53-39_SP115937_F015.pdf"	2018-11-05
130	"Tox21_303045_04_NMR.pdf"	2019-02-13
131	"Tox21_303491_04_NMR.pdf"	2019-02-13
132	"SMRQC27004-27008_iClass_214.pdf"	2015-07-29
133	"Tox21_201422_00_LCMS1.pdf"	2014-11-07
134	"OPP_NIH_0001_BATCH4_SP112430 2013-09-04 18-31-09_SP112430-N06.pdf"	2018-11-05
135	"Tox21_300382_04_NMR.pdf"	2019-02-13
136	"Tox21_301662_04_NMR.pdf"	2019-02-13
137	"TOX21_BATCH6_SP131930 2016-09-02 15-21-40_SP131930-I12.pdf"	2018-12-04
138	"Tox21_302294_04_NMR.pdf"	2019-02-13
139	"SMRQC25545-25549_iClass_232.pdf"	2015-04-23
140	"SMRQC25540-25544_UPLC-098.pdf"	2015-04-21
141	"Tox21_110643_04_LCMS.pdf"	2015-02-23
142	"Tox21_300541_00_LCMS1.pdf"	2014-11-07
143	"SMRQC27004-27008_iClass_328.pdf"	2015-07-29
144	"Plate2_NFU002021_F1.pdf"	2016-01-29
145	"SMRQC25550-25554_UPLC-184.pdf"	2015-04-20
146	"SMRQC27533B_iClass_011.pdf"	2017-02-03
147	"Tox21_112321_04_NMR.pdf"	2019-02-13
148	"Tox21_301971_00_GCMS.pdf"	2019-02-13
149	"SMRQC27004-27008_iClass_309.pdf"	2015-07-29
150	"Plate14_NFU002035_E7.pdf"	2016-02-23
151	"Plate2.pdf"	2016-02-04
152	"TOX21_202198_TMS.pdf"	2014-05-14
153	"OPP_NIH_0001_BATCH2_SP109744RR 2012-03-30 04-57-57_SP109744_N14.pdf"	2018-11-05
154	"Plate15_NFU002036_F1.pdf"	2016-02-23
155	"Plate11_NFU002032_D8.pdf"	2016-02-14
156	"OPP_NIH_0001_BATCH3_SP116775 2012-04-04 09-01-14_SP116775_K024.pdf"	2018-11-06
157	"TOX21_111356.pdf"	2013-03-11
158	"Tox21_300889_00_LCMS1.pdf"	2014-11-07
159	"Tox21_113383_00_LCMS3.pdf"	2014-11-10
160	"Tox21_303019_00_NMR1.pdf"	2016-05-23
161	"H07-91-Tox21_302464.spectrus"	2016-10-12
162	"OPP_NIH_0001_BATCH3_SP116743 2012-04-06 18-03-46_SP116743_A010.pdf"	2018-11-06
163	"SMRQC25535-25539_iClass-387.pdf"	2015-04-20
164	"Tox21_300208_04_LCMS.pdf"	2015-02-23
165	"Tox21_303627_00_GCMS.pdf"	2019-02-13
166	"Tox21_111403_04_LCMS.pdf"	2015-02-23
167	"Tox21_111859_04_LCMS.pdf"	2015-10-14
168	"Tox21_400074-8_04_LCMS.pdf"	2015-02-23
169	"TOX21_112256.pdf"	2013-03-11
170	"Plate19_NFU002040_F5.pdf"	2016-02-28
171	"H05-89-Tox21_302767.spectrus"	2016-10-14
172	"Tox21_202025_00_NMR1.pdf"	2016-05-23
173	"TOX21_201053_INI.pdf"	2014-05-13
174	"SMRQC25550-25554_UPLC-353.pdf"	2015-04-20
175	"TOX21_BATCH6_SP131930 2016-09-02 15-21-40_SP131930-K07.pdf"	2018-12-04
176	"562-49-2_MKBF0092V_HIPS.pdf"	2018-01-16
45654	"STS-135.pdf"	
177	"TOX21_BATCH6_SP131982 2016-09-13 13-31-33_SP131982-D12.pdf"	2018-12-04
178	"TOX21_BATCH6_SP131965 2016-09-19 13-50-42_SP131965-H08.pdf"	2018-12-04
179	"Tox21_113192_00_LCMS3.pdf"	2014-11-10
180	"Tox21_202412_00_NMR1.pdf"	2016-05-23
181	"OPP_NIH_0001_BATCH2_SP109744RR 2012-03-30 04-57-57_SP109744_K19.pdf"	2018-11-05
182	"Tox21_301936_00_NMR1.pdf"	2016-05-23
183	"Tox21_200428_04_LCMS.pdf"	2015-02-23
184	"Plate6_NFU002025_F10.pdf"	2016-01-31
185	"D07-43-Tox21_303325.spectrus"	2016-11-18
186	"Tox21_202014_00_NMR1.pdf"	2016-05-23
187	"Tox21_113963.pdf"	2018-03-18
188	"Tox21_113835_04_NMR.pdf"	2019-02-13
189	"Tox21_302038_00_LCMS1.pdf"	2014-11-07
190	"TOX21_BATCH6_SP131968 2016-09-09 13-56-45_SP131968-F11.pdf"	2018-12-04
191	"TOX21_BATCH6_SP131968 2016-09-09 13-56-45_SP131968-M15.pdf"	2018-12-04
192	"Tox21_303229_04_LCMS.pdf"	2015-02-23
193	"Tox21_112034_04_NMR.pdf"	2019-02-13
194	"Tox21_203030_00_LCMS1.pdf"	2014-11-07
195	"NCGC00160470-01.pdf"	2018-11-07
196	"Tox21_400087-1_04_LCMS.pdf"	2015-02-23
197	"OPP-NIH-0001-BATCH2-SP109720 2011-08-21 17-54-30_SP109720-C23.pdf"	2018-11-02
198	"Tox21_303631_04_LCMS.pdf"	2015-10-14
199	"Tox21_110116_04_NMR.pdf"	2019-02-13
200	"Tox21_113630_04_LCMS.pdf"	2015-02-23
201	"Tox21_202469_04_NMR.pdf"	2019-02-13
202	"Tox21_400068-2_04_LCMS.pdf"	2015-02-23
203	"Tox21_112197_00_LCMS1.pdf"	2014-10-24
204	"G01-73-Tox21_301602.spectrus"	2016-10-11
205	"TOX21_BATCH6_SP131968 2016-09-09 13-56-45_SP131968-E05.pdf"	2018-12-04
206	"Tox21_111435_04_LCMS.pdf"	2015-02-23
207	"OPP_NIH_0001_BATCH2_SP109734 2011-08-23 00-38-48_SP109734_E18.pdf"	2018-11-05
208	"TOX21_BATCH6_SP131918 2016-09-18 00-37-06_SP131918-G21.pdf"	2018-12-04
209	"Tox21_112554_04_NMR.pdf"	2019-02-13
210	"TOX21_400054_TMS 4.pdf"	2014-05-14
211	"Tox21_301628.pdf"	2016-10-10
212	"H09-93-Tox21_301862.spectrus"	2016-10-06
213	"Tox21_113015_04_LCMS.pdf"	2015-02-23
214	"Tox21_110300_04_LCMS.pdf"	2015-02-23
215	"1477-55-0_05418BJ_HIPS.pdf"	2018-01-16
216	"Tox21_110389_04_LCMS.pdf"	2015-02-23
217	"Tox21_112178_00_LCMS1.pdf"	2014-10-24
218	"TOX21_BATCH5_SP123648 2014-07-30 13-13-14_SP123648-D019.pdf"	2018-11-07
219	"Tox21_111533_04_NMR.pdf"	2019-02-13
220	"117-08-8_12003JB_HIPS.pdf"	2018-01-16
221	"TOX21_200212_TMS.pdf"	2014-05-13
222	"NCGC00013103-01.pdf"	2018-11-07
